iter	RMSE
333	0.0854350005
334	0.08542635162
335	0.08542554509
336	0.08542236683
337	0.08542112671
338	0.08541470745
339	0.08539585336
340	0.08539258332
341	0.0853874746
342	0.08538741652
343	0.08538733148
344	0.08538480083
345	0.08536682187
346	0.08534470174
347	0.08531858244
348	0.08531784954
349	0.08531384013
350	0.08531279955
351	0.08531267196
352	0.08529640621
353	0.08527432362
354	0.08525687192
355	0.08523904024
356	0.08523109435
357	0.08522188437
358	0.08522103395
359	0.08521833098
360	0.08521401794
361	0.08520625782
362	0.08519396837
363	0.08516877228
364	0.08516808046
365	0.08516425075
366	0.08514718663
367	0.08514669739
368	0.08514424995
369	0.08514168291
370	0.08513903431
371	0.08512992605
372	0.08510851926
373	0.08510785432
374	0.08510739869
375	0.08510329717
376	0.08510212027
377	0.0850987279
378	0.08509810064
379	0.08507793424
380	0.08507005641
381	0.08506823497
382	0.08505794454
383	0.08505046287
384	0.08504636839
385	0.08503378945
386	0.08502644832
387	0.08502459131
388	0.08501992836
389	0.08500351464
390	0.08500308632
391	0.08499626294
392	0.08499581628
393	0.08498659287
394	0.0849864489
395	0.08497284764
396	0.08495760787
397	0.08495192352
398	0.08494204285
399	0.08494166796
